Champion;Ability;Type;Description;Range;Cooldown;Cost;Scalings
NAMI;TIDECALLER'S BLESSING;E;Range: 800 Cooldown: 11 Cost: 55/60/65/70/75 Nami blesses the target allied champion or herself for 6 seconds, causing her target's next three basic attacks or abilities to each deal 25/40/55/70/85 (+20% of ability power) in bonus magic damage and slow their target for 1 second. Empowered area-of-effect abilities only deal 33% − 66% of the bonus damage to non-champions (depending on level).;800;11;55/60/65/70/75;(+20% of ability power)
NASUS;FURY OF THE SANDS;R;Cooldown: 120 Cost: 100 Nasus empowers himself for 15 seconds, gaining 300/450/600 bonus health, 15/35/55 armor and magic resistance, increased size, and 175 range on his basic attacks for the duration. While Nasus is empowered, he deals 3/4/5% (+ 1% per 100 AP) of target's maximum health as magic damage to all enemies around him each second, capped at 240, gains 1/2/3 bonus armor and magic resistance each second, and reduces Siphoning Strike's cooldown by 50%.;;120;100;(+ 1% per 100 AP)
NASUS;SIPHONING STRIKE;Q;Range: 150 Cooldown: 8/7/6/5/4 Cost: 20 Nasus's next attack will deal an additional 30/50/70/90/110 damage plus the extra permanently gained damage. Siphoning Strike permanently gains 3 damage whenever it kills a unit. This bonus is increased to 12 for champions, large monsters or large minions.;150;8/7/6/5/4;20;
NASUS;SOUL EATER;Passive;Nasus drains his foe's spiritual energy, giving him a natural 12/18/24% lifesteal. This amount increases every 6 levels.;;;;
NASUS;SPIRIT FIRE;E;Range: 650 Cooldown: 12 Cost: 70/85/100/115/130 After a brief delay, a target area becomes desecrated for 5 seconds. Enemies caught in the area when the desecration occurs are dealt an initial burst of 55/95/135/175/215 (+60% of ability power) magic damage. Additionally, enemies in the area are dealt 11/19/27/35/43 (+12% of ability power) magic damage each second and have their armor reduced by 25/30/35/40/45% while in the area and for 1 extra second.;650;12;70/85/100/115/130;(+60% of ability power), (+12% of ability power)
NASUS;WITHER;W;Range: 700 Cooldown: 15/14/13/12/11 Cost: 80 Nasus ages his target, slowing their movement speed by 35% and reducing it further to reach 47/59/71/83/95 % slow at the end of 5 seconds. The target's attack speed is also slowed by half the amount, initially slowed by 17.5% and increasing to 23.5/29.5/35.5/41.5/47.5 % over the duration. If the duration of the slow is reduced, the extra slow will be applied faster for it to reach its maximum at the end of the duration.;700;15/14/13/12/11;80;
NAUTILUS;DEPTH CHARGE;R;Range: 850 Cooldown: 120/100/80 Cost: 100 Nautilus fires a shockwave that chases an enemy champion. This deals 125/175/225 (+40% of ability power) magic damage to enemies it passes through and 150/275/400 (+80% of ability power) magic damage to its target, knocking each enemy hit into the air for 1 second before stunning them for 1/1.5/2 seconds.;850;120/100/80;100;(+40% of ability power), (+80% of ability power)
NAUTILUS;DREDGE LINE;Q;Range: 950 Cooldown: 14/13/12/11/10 Cost: 60 Nautilus throws his anchor forward. If he hits an enemy, he'll drag himself to his target and his target to him dealing 70/115/160/205/250 (+90% of ability power). If he hits terrain, he'll drag himself to the terrain and, refunding half the cooldown and mana cost.;950;14/13/12/11/10;60;(+90% of ability power)
NAUTILUS;RIPTIDE;E;Range: 400 Cooldown: 7/6.5/6/5.5/5 Cost: 50/60/70/80/90 Nautilus slams the ground, causing the earth to explode around him in a set of three explosions. Each explosion deals 55/85/115/145/175 (+30% of ability power) magic damage to units in the area and slows them by 30/35/40/45/50% for 1.5 seconds. This slow diminishes over time. A unit can be hit by more than one explosion but they take 50% less damage from additional explosions, up to a maximum of 110/170/230/290/350 (+60% of ability power) magic damage.;400;7/6.5/6/5.5/5;50/60/70/80/90;(+30% of ability power), (+60% of ability power)
NAUTILUS;STAGGERING BLOW;Passive;Nautilus' basic attacks deal an additional 2 + (6 × level) physical damage and immobilize his target for 0.75/1/1.25/1.5 seconds. The duration increases every 5 levels. This effect cannot trigger on the same target more than once every 6 seconds.;;;;
NAUTILUS;TITAN'S WRATH;W;Range: 350 Cooldown: 12 Cost: 80 Nautilus surrounds himself with dark energies shielding himself from the next 60/70/80/90/100 + (9/10/11/12/13% of his maximum health) damage for up to 6 seconds. While the shield persists, Nautilus' basic attacks apply a damage over time effect to all units around his target. The effect deals 30/40/50/60/70 (+40% of ability power) magic damage over 2 seconds.;350;12;80;(+40% of ability power)
NEEKO;BLOOMING BURST;Q;Range: 800 Cooldown: 7 Cost: 50/60/70/80/90 Neeko propels a seed into a target area, which blooms after a short delay, dealing 70/115/160/205/250 (+50% of ability power) magic damage to enemies within. If the burst kills an enemy unit or damages a champion or large monster, it will bloom again after a short delay, dealing magic damage 35/55/75/95/115 (+20% of ability power). This cannot happen more than twice per Blooming Burst.;800;7;50/60/70/80/90;(+50% of ability power), (+20% of ability power)
NEEKO;INHERENT GLAMOUR;Passive;Neeko is offered a selection of allied champions to take their appearance for several seconds. Once selected, there's a 2.5 seconds delay before another champion can be selected. While disguised, Neeko can use basic attacks while keeping her form. Taking damage from enemy champions or casting either Blooming Burst or Tangle-Barbs breaks the illusion and puts Inherent Glamour on cooldown for 25-10 seconds (based on level). When disguised, Neeko can select herself to deactivate her disguise, putting Inherent Glamour on a 2-second cooldown.;;;;
NEEKO;POP BLOSSOM;R;Range: 600 Cooldown: 90 Cost: 100 Neeko begins charging herself with spiritual essence over 1.25 seconds. If Neeko is disguised, enemies won't see her channel. Neeko shields herself for 75/100/125 (+75% of ability power) for a few seconds, increased by 40/60/80 for each enemy champion nearby, as she leaps into the air for 0.6 seconds. Upon landing, Neeko bursts with spiritual energy, dealing 250/425/650 (+130% of ability power) magic damage and stunning nearby enemies for 1.25 seconds.;600;90;100;(+75% of ability power), (+130% of ability power)
NEEKO;SHAPESPLITTER;W;Range: 900 Cooldown: 20/19/18/17/16 Passive: Neeko resonates with spiritual energy every third basic attack, dealing 50/70/90/110/130 (+60% of ability power) bonus magic damage and granting her 10/15/20/25/30% bonus movement speed for 1 second. Active: Neeko becomes invisible for 0.5 seconds, sending a temporary clone of her current form sprinting in a target direction for 3 seconds. Both Neeko and the clone gain 20/25/30/35/40% bonus movement speed for 2 seconds.;900;20/19/18/17/16;;(+60% of ability power)
NEEKO;TANGLE-BARBS;E;Range: 1000 Cooldown: 12/11.5/11/10.5/10 Cost: 60/65/70/75/80 Neeko slings a magical spiral in a target direction, dealing 80/115/150/185/220 (+60% of ability power) magic damage and rooting the first enemy hit for 0.7/0.9/1.1/1.3/1.5 seconds, increasing to 1.8/2.1/2.4/2.7/3 seconds on all other enemies hit. If Tangle-Barbs hits at least two enemies, it grows in size and speed.;1000;12/11.5/11/10.5/10;60/65/70/75/80;(+60% of ability power)
NIDALEE;ASPECT OF THE COUGAR;R;Cooldown: 3 Passive: Each additional rank increases the effectiveness of Nidalee's cougar abilities. Nidalee transforms into a vicious cougar, gaining a new set of abilities.;;3;;
NIDALEE;BUSHWHACK;W;Range: 900 Cooldown: 13/12/11/10/9 Cost: 40/45/50/55/60 Nidalee lays an invisible trap that deals 40/80/120/160/200 (+20% of ability power) over the duration of 4 seconds and marks the target as Hunted. The traps last 2 minutes and Nidalee can have a maximum of 4/6/7/10 traps active at once (at levels 1/6/11/16).;900;13/12/11/10/9;40/45/50/55/60;(+20% of ability power)
NIDALEE;BUSHWHACK/POUNCE;W;Range: 900 Cooldown: 13/12/11/10/9 Cost: 40/45/50/55/60 Human: Nidalee lays an invisible trap that deals 40/80/120/160/200 (+20% of ability power) over the duration of 4 seconds and marks the target as Hunted. The traps last 2 minutes and Nidalee can have a maximum of 4/6/7/10 traps active at once (at levels 1/6/11/16). Cougar: Nidalee lunges forward dealing 60/110/160/210 (+30% of ability power) magic damage. If the enemy that Nidalee is directly jumping towards to is Hunted, Pounce will have 750 range and the cooldown of the ability will be reduced by 40/50/60/70%. Killing a unit in cougar form will also reduce Pounce's cooldown by 40/50/60/70%.;900;13/12/11/10/9;40/45/50/55/60;(+20% of ability power), (+30% of ability power)
NIDALEE;JAVELIN TOSS;Q;Range: 1500 Cooldown: 6 Cost: 50/60/70/80/90 Nidalee tosses her javelin, dealing 70/85/100/115/130 (+40% of ability power) magic damage on impact (deals up to 300% damage the further away the target is) and marking her target as Hunted.;1500;6;50/60/70/80/90;(+40% of ability power)
NIDALEE;JAVELIN TOSS/TAKEDOWN;Q;Range: 1500 Cooldown: 6 Cost: 50/60/70/80/90 Human: Nidalee tosses her javelin forward in a line, dealing 70/85/100/115/130 (+50% of ability power) magic damage to the first enemy it hits, which is increased by 0−200% (depending on distance traveled) for a maximum of 210/255/300/345/390 (+150% of ability power) magic damage. Cougar: Nidalee's next attack deals a minimum of 4/20/50/90 (+36% of ability power) (+0.75 per attack damage) magic damage and she gains +75 range when using this attack. Takedown's damage to enemies is increased by 1/1.25/1.5/1.75% for every 1% of the target's missing Health. If the enemy is Hunted, Takedown deals 33% increased damage.;1500;6;50/60/70/80/90;(+50% of ability power), (+150% of ability power), (+36% of ability power), (+0.75 per attack damage)
NIDALEE;POUNCE;W;Range: 375 Cooldown: 6 Nidalee lunges forward dealing 60/110/160/210 (+30% of ability power) magic damage. If the enemy that Nidalee is directly jumping towards to is Hunted, Pounce will have 750 range and the cooldown of the ability will be reduced by 40/50/60/70%. Killing a unit in cougar form will also reduce Pounce's cooldown by 40/50/60/70%.;375;6;;(+30% of ability power)
NIDALEE;PRIMAL SURGE;E;Range: 600 Cooldown: 12 Cost: 60/75/90/105/120 Nidalee heals an allied champion for 35-70/55-110/75-150/95-190/115-230 (+32.5%- 65% of ability power) (based on target's missing health) and grants them 20/30/40/50/60 % bonus attack speed for 7 seconds.;600;12;60/75/90/105/120;(+32.5%- 65% of ability power)
NIDALEE;PRIMAL SURGE/SWIPE;E;Range: 600 Cooldown: 12 Cost: 60/75/90/105/120 Human: Nidalee heals an allied champion for 35-70/55-110/75-150/95-190/115-230 (+32.5%- 65% of ability power) (based on target's missing health) and grants them 20/30/40/50/60 % bonus attack speed for 6 seconds. Cougar: Nidalee claws at enemies in a cone in the direction of mouse, dealing 80/140/200/260 (+45% of ability power) magic damage to the enemies.;600;12;60/75/90/105/120;(+32.5%- 65% of ability power), (+45% of ability power)
NIDALEE;PROWL;Passive;Moving through brush increases Nidalee's movement speed by 10% for 2 seconds, increased to 30% toward visible enemy champions within a range of 1400. Damaging champions or neutral monsters with Javelin Toss or Bushwhack marks them as 'Hunted' for 4 seconds, granting Nidalee vision of them, 30% increased movement speed toward them (within a range of 1400) and enhancing her next Takedown, Pounce, and Swipe against them. Also grants 10% movement speed to other directions.;;;;
NIDALEE;SWIPE;E;Range: 300 Cooldown: 6 Nidalee claws at enemies in a cone in the direction of mouse, dealing 80/140/200/260 (+45% of ability power) magic damage to the enemies.;300;6;;(+45% of ability power)
NIDALEE;TAKEDOWN;Q;Range: 125 Cooldown: 6 Nidalee's next attack deals a minimum of 5/30/55/80 (+40% of ability power) (+0.75 per attack damage) magic damage and she gains +75 range when using this attack. Takedown's damage to enemies is increased by 1/1.25/1.5/1.75% for every 1% of the target's missing Health. If the enemy is Hunted, Takedown deals 40% increased damage.;125;6;;(+40% of ability power), (+0.75 per attack damage)
NOCTURNE;DUSKBRINGER;Q;Range: 1200 Cooldown: 10 Cost: 60/65/70/75/80 Nocturne throws a shadow blade which deals 65/110/155/200/245 (+0.75 per bonus attack damage) physical damage, leaves a Dusk Trail, and causes champions who are hit to also leave a Dusk Trail for 5 seconds. While on the trail, Nocturne ignores unit collision and has 15/20/25/30/35% increased Movement Speed and 20/30/40/50/60 additional Attack Damage.;1200;10;60/65/70/75/80;(+0.75 per bonus attack damage)
NOCTURNE;PARANOIA;R;Range: 2500/3250/4000 Cooldown: 150/125/100 Cost: 100 Nocturne reduces the sight radius of all enemy champions and removes their ally vision for 6 seconds, this includes champions, minions, wards, towers and clairvoyance. He can then launch himself at an enemy champion (2500/3250/4000 range), dealing 150/275/400 (+1.2 per bonus attack damage) physical damage.;2500/3250/4000;150/125/100;100;(+1.2 per bonus attack damage)
NOCTURNE;SHROUD OF DARKNESS;W;Cooldown: 20/18/16/14/12 Cost: 50 Passive: Nocturne empowers his blades, permanently gaining 30/35/40/45/50 % attack speed. Active: Nocturne creates a magical shield for 1.5 seconds which will block the next enemy spell that hits him. If an ability is blocked by the shield, his passive attack speed is doubled for 5 seconds. If Shroud of Darkness is active when Nocturne re-casts Paranoia to dash to a target, it'll stay active until Nocturne reaches his target.;;20/18/16/14/12;50;
NOCTURNE;UMBRA BLADES;Passive;Nocturne's basic attack is periodically enhanced, dealing 20% of his physical damage to his target and 120% of his physical damage to surrounding enemies, while also healing himself for 15−40 (+15% of ability power) per enemy hit (depending on level). Umbra Blades' damage to the primary target can critically strike for bonus physical damage. Basic attacks reduce Umbra Blades' cooldown by 1 second, increased to 2 seconds against monsters and enemy champions.;;;;(+15% of ability power)
